,Dataset_name,Anomaly_classes,Training_sample_size,Test_sample_size,Test_balance_size,Test_length_dev,Anomaly_All_ratio_dev,Test_size_balance_dev,Test_All_ratio_dev,Test_Train_ratio_dev,Anomaly_test_ratio_dev,Amount_of_classes
1370,1371_weird news_ADULT INTERESTS,"['healthy living tips', 'tech', 'crime', 'money', 'wellness', 'home & living', 'weird news', 'divorce', 'parenting', 'education', 'sports', 'fifty', 'college', 'business', 'politics', 'weddings', 'travel']",63289,62859 (56.8%),27125 N,62859,0.28327044424009895,27125,0.4982956527253702,0.993205770355038,0.5684786585850873,17
1371,1372_weird news_ADULT INTERESTS_INVERT,"['u.s. news' 'comedy' 'world news' 'arts & culture' 'entertainment'
 'environment' 'science' 'style' 'food & drink' 'media' 'queer voices'
 'women' 'black voices' 'religion' 'latino voices' 'impact' 'good news']",83379,62859 (43.2%),27125 A,62859,0.18548530477714412,27125,0.4298403971607927,0.7538948656136437,0.4315213414149127,17
1372,1373_weird news_AESTHETICS,"['arts & culture', 'style', 'home & living', 'weird news', 'weddings', 'food & drink', 'travel']",115115,62859 (21.5%),13523 A,62859,0.07598300875408767,13523,0.3531920392866374,0.5460539460539461,0.21513228018263097,7
1373,1374_weird news_AESTHETICS_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'tech' 'sports'
 'entertainment' 'politics' 'environment' 'education' 'crime' 'science'
 'wellness' 'business' 'media' 'queer voices' 'women' 'black voices'
 'money' 'religion' 'latino voices' 'impact' 'college'
 'healthy living tips' 'good news' 'fifty' 'divorce']",31553,62859 (78.5%),13523 N,62859,0.5225606914375291,13523,0.6657946023810533,1.9921719012455235,0.784867719817369,27
1374,1375_weird news_MINORITIES,"['latino voices', 'queer voices', 'weird news', 'women', 'black voices']",133782,62859 (8.8%),5523 A,62859,0.028086716401971103,5523,0.31966375272705083,0.46986141633403594,0.0878633131293848,5
1375,1376_weird news_MINORITIES_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'environment' 'education' 'crime'
 'science' 'wellness' 'business' 'style' 'food & drink' 'media'
 'home & living' 'travel' 'money' 'religion' 'impact' 'weddings' 'college'
 'healthy living tips' 'good news' 'fifty' 'divorce']",12886,62859 (91.2%),5523 N,62859,0.7569608555020133,5523,0.8298765595088785,4.8780847431320815,0.9121366868706152,29
1376,1377_weird news_SCIENTIFIC,"['crime', 'money', 'weird news', 'education', 'business', 'science', 'tech']",133081,62859 (9.3%),5824 A,62859,0.02972338470960498,5824,0.32080739001735226,0.47233639663062343,0.0926518080147632,7
1377,1378_weird news_SCIENTIFIC_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'sports'
 'entertainment' 'politics' 'environment' 'wellness' 'style'
 'food & drink' 'media' 'queer voices' 'home & living' 'women'
 'black voices' 'travel' 'religion' 'latino voices' 'impact' 'weddings'
 'college' 'healthy living tips' 'good news' 'fifty' 'divorce']",13587,62859 (90.7%),5824 N,62859,0.7460822018156608,5824,0.8222666980613766,4.626407595495694,0.9073481919852368,27
1378,1379_weird news_PROGRESS,"['money', 'queer voices', 'weird news', 'women', 'education', 'college', 'environment', 'black voices', 'science', 'tech']",125970,62859 (14.1%),8871 A,62859,0.046979012757574316,8871,0.3328884864083377,0.49899976184805905,0.14112537584116833,10
1379,1380_weird news_PROGRESS_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'sports'
 'entertainment' 'politics' 'crime' 'wellness' 'business' 'style'
 'food & drink' 'media' 'home & living' 'travel' 'religion'
 'latino voices' 'impact' 'weddings' 'healthy living tips' 'good news'
 'fifty' 'divorce']",20698,62859 (85.9%),8871 N,62859,0.6461218090644709,8871,0.7522888567085941,3.0369600927625857,0.8588746241588316,24
1380,1381_weird news_CASUAL,"['healthy living tips', 'arts & culture', 'style', 'home & living', 'weird news', 'entertainment', 'comedy', 'food & drink', 'travel']",97053,62859 (33.8%),21264 A,62859,0.1329731352243734,21264,0.3930849467206964,0.6476770424407282,0.3382809144275283,9
1381,1382_weird news_CASUAL_INVERT,"['u.s. news' 'parenting' 'world news' 'tech' 'sports' 'politics'
 'environment' 'education' 'crime' 'science' 'wellness' 'business' 'media'
 'queer voices' 'women' 'black voices' 'money' 'religion' 'latino voices'
 'impact' 'weddings' 'college' 'good news' 'fifty' 'divorce']",49615,62859 (66.2%),21264 N,62859,0.36981880256770455,21264,0.5588758290804986,1.2669354026000201,0.6617190855724717,25
1382,1383_COUPLES_weird news,"['healthy living tips', 'money', 'queer voices', 'wellness', 'home & living', 'weird news', 'divorce', 'parenting', 'weddings', 'impact']",102465,62859 (30.1%),18945 A,62859,0.11459316251723888,18945,0.38021702838063437,0.6134680134680135,0.30138882260296856,10
1383,1384_COUPLES_weird news_INVERT,"['u.s. news' 'comedy' 'world news' 'arts & culture' 'tech' 'sports'
 'entertainment' 'politics' 'environment' 'education' 'crime' 'science'
 'business' 'style' 'food & drink' 'media' 'women' 'black voices' 'travel'
 'religion' 'latino voices' 'college' 'good news' 'fifty']",44203,62859 (69.9%),18945 N,62859,0.4101735443014328,18945,0.5871270852403281,1.4220528018460286,0.6986111773970315,24
1384,1385_weird news_TRADITIONAL NEWS,"['arts & culture', 'u.s. news', 'crime', 'money', 'world news', 'weird news', 'good news', 'education', 'sports', 'business', 'politics', 'tech']",94782,62859 (35.4%),22237 A,62859,0.14106101838988588,22237,0.3987477876948256,0.6631955434576186,0.3537600025453793,12
1385,1386_weird news_TRADITIONAL NEWS_INVERT,"['comedy' 'parenting' 'entertainment' 'environment' 'science' 'wellness'
 'style' 'food & drink' 'media' 'queer voices' 'home & living' 'women'
 'black voices' 'travel' 'religion' 'latino voices' 'impact' 'weddings'
 'college' 'healthy living tips' 'fifty' 'divorce']",51886,62859 (64.6%),22237 N,62859,0.3540197829970805,22237,0.5478147195956251,1.211482866283776,0.6462399974546207,22
1386,1387_religion,['religion'],144865,62859 (1.2%),774 A,62859,0.0037260980916986003,774,0.302608268664189,0.4339143340351362,0.012313272562401565,1
1387,1388_religion_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'environment'
 'education' 'crime' 'science' 'wellness' 'business' 'style'
 'food & drink' 'media' 'queer voices' 'home & living' 'women'
 'black voices' 'travel' 'money' 'latino voices' 'impact' 'weddings'
 'college' 'healthy living tips' 'good news' 'fifty' 'divorce']",1803,62859 (98.8%),774 N,62859,0.9601466085181405,774,0.9721165444929015,34.86356073211314,0.9876867274375984,33
1388,1389_style_religion,"['style', 'religion']",136417,62859 (7.0%),4394 A,62859,0.02204982034966579,4394,0.3154368815110701,0.46078567920420477,0.06990248015399544,2
1389,1390_style_religion_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'environment'
 'education' 'crime' 'science' 'wellness' 'business' 'food & drink'
 'media' 'queer voices' 'home & living' 'women' 'black voices' 'travel'
 'money' 'latino voices' 'impact' 'weddings' 'college'
 'healthy living tips' 'good news' 'fifty' 'divorce']",10251,62859 (93.0%),4394 N,62859,0.7996854055532759,4394,0.8597866228970045,6.131987123207492,0.9300975198460045,32
1390,1391_science_religion,"['science', 'religion']",143320,62859 (2.3%),1435 A,62859,0.0069599716750978514,1435,0.30487586029615044,0.43859196204298073,0.02282887096517603,2
1391,1392_science_religion_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'environment'
 'education' 'crime' 'wellness' 'business' 'style' 'food & drink' 'media'
 'queer voices' 'home & living' 'women' 'black voices' 'travel' 'money'
 'latino voices' 'impact' 'weddings' 'college' 'healthy living tips'
 'good news' 'fifty' 'divorce']",3348,62859 (97.7%),1435 N,62859,0.9277568837132025,1435,0.9494313290135484,18.775089605734767,0.977171129034824,32
1392,1393_religion_tech,"['religion', 'tech']",143392,62859 (2.2%),1405 A,62859,0.006812088183814866,1405,0.30476943142093854,0.43837173621959385,0.022351612338726356,2
1393,1394_religion_tech_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'sports'
 'entertainment' 'politics' 'weird news' 'environment' 'education' 'crime'
 'science' 'wellness' 'business' 'style' 'food & drink' 'media'
 'queer voices' 'home & living' 'women' 'black voices' 'travel' 'money'
 'latino voices' 'impact' 'weddings' 'college' 'healthy living tips'
 'good news' 'fifty' 'divorce']",3276,62859 (97.8%),1405 N,62859,0.9292205337567098,1405,0.950464958040372,19.187728937728938,0.9776483876612736,32
1394,1395_religion_money,"['religion', 'money']",143635,62859 (2.1%),1300 A,62859,0.006295582438230651,1300,0.3044107819113388,0.43763010408326664,0.0206812071461525,2
1395,1396_religion_money_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'environment'
 'education' 'crime' 'science' 'wellness' 'business' 'style'
 'food & drink' 'media' 'queer voices' 'home & living' 'women'
 'black voices' 'travel' 'latino voices' 'impact' 'weddings' 'college'
 'healthy living tips' 'good news' 'fifty' 'divorce']",3033,62859 (97.9%),1300 N,62859,0.9342408790141443,1300,0.9539701329448188,20.725024727992086,0.9793187928538475,32
1396,1397_religion_environment,"['religion', 'environment']",142018,62859 (3.2%),1993 A,62859,0.009727787892247543,1993,0.30681335630646683,0.44261290822290134,0.031705881417139946,2
1397,1398_religion_environment_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'education' 'crime'
 'science' 'wellness' 'business' 'style' 'food & drink' 'media'
 'queer voices' 'home & living' 'women' 'black voices' 'travel' 'money'
 'latino voices' 'impact' 'weddings' 'college' 'healthy living tips'
 'good news' 'fifty' 'divorce']",4650,62859 (96.8%),1993 N,62859,0.9015983054111304,1993,0.9311202950717682,13.518064516129032,0.9682941185828601,32
1398,1399_religion_fifty,"['religion', 'fifty']",143884,62859 (1.9%),1194 A,62859,0.0057752862249266,1194,0.30404415143438956,0.43687275861110336,0.018994893332696987,2
1399,1400_religion_fifty_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'environment'
 'education' 'crime' 'science' 'wellness' 'business' 'style'
 'food & drink' 'media' 'queer voices' 'home & living' 'women'
 'black voices' 'travel' 'money' 'latino voices' 'impact' 'weddings'
 'college' 'healthy living tips' 'good news' 'divorce']",2784,62859 (98.1%),1194 N,62859,0.9393994790000457,1194,0.9575887756501074,22.57866379310345,0.981005106667303,32
1400,1401_religion_good news,"['religion', 'good news']",143886,62859 (1.9%),1193 A,62859,0.005770393479890687,1193,0.3040412101864616,0.4368666861265168,0.018978984711815333,2
1401,1402_religion_good news_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'environment'
 'education' 'crime' 'science' 'wellness' 'business' 'style'
 'food & drink' 'media' 'queer voices' 'home & living' 'women'
 'black voices' 'travel' 'money' 'latino voices' 'impact' 'weddings'
 'college' 'healthy living tips' 'fifty' 'divorce']",2782,62859 (98.1%),1193 N,62859,0.939443335720053,1193,0.9576179521945126,22.59489575844716,0.9810210152881846,32
1402,1403_u.s. news_religion,"['u.s. news', 'religion']",143901,62859 (1.9%),1187 A,62859,0.0057409556974269685,1187,0.3040191526407429,0.43682114787249565,0.018883532986525398,2
1403,1404_u.s. news_religion_INVERT,"['comedy' 'parenting' 'world news' 'arts & culture' 'tech' 'sports'
 'entertainment' 'politics' 'weird news' 'environment' 'education' 'crime'
 'science' 'wellness' 'business' 'style' 'food & drink' 'media'
 'queer voices' 'home & living' 'women' 'black voices' 'travel' 'money'
 'latino voices' 'impact' 'weddings' 'college' 'healthy living tips'
 'good news' 'fifty' 'divorce']",2767,62859 (98.1%),1187 N,62859,0.9397494895315881,1187,0.9578368329625453,22.717383447777376,0.9811164670134745,32
1404,1405_arts & culture_religion,"['arts & culture', 'religion']",142119,62859 (3.1%),1950 A,62859,0.00951321605245441,1950,0.30666217838011883,0.4422983556034028,0.03102181071922875,2
1405,1406_arts & culture_religion_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'tech' 'sports'
 'entertainment' 'politics' 'weird news' 'environment' 'education' 'crime'
 'science' 'wellness' 'business' 'style' 'food & drink' 'media'
 'queer voices' 'home & living' 'women' 'black voices' 'travel' 'money'
 'latino voices' 'impact' 'weddings' 'college' 'healthy living tips'
 'good news' 'fifty' 'divorce']",4549,62859 (96.9%),1950 N,62859,0.9035871113220982,1950,0.9325154284357939,13.818201802593977,0.9689781892807713,32
1406,1407_college_religion,"['college', 'religion']",144064,62859 (1.8%),1117 A,62859,0.0053981432706852305,1117,0.3037796668325899,0.43632691026210574,0.017769929524809495,2
1407,1408_college_religion_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'environment'
 'education' 'crime' 'science' 'wellness' 'business' 'style'
 'food & drink' 'media' 'queer voices' 'home & living' 'women'
 'black voices' 'travel' 'money' 'latino voices' 'impact' 'weddings'
 'healthy living tips' 'good news' 'fifty' 'divorce']",2604,62859 (98.2%),1117 N,62859,0.9431587308861494,1117,0.9602218046835617,24.139400921658986,0.9822300704751905,32
1408,1409_latino voices_religion,"['latino voices', 'religion']",144074,62859 (1.8%),1113 A,62859,0.005378552478338399,1113,0.3037649867348369,0.43629662534530866,0.01770629504128287,2
1409,1410_latino voices_religion_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'environment'
 'education' 'crime' 'science' 'wellness' 'business' 'style'
 'food & drink' 'media' 'queer voices' 'home & living' 'women'
 'black voices' 'travel' 'money' 'impact' 'weddings' 'college'
 'healthy living tips' 'good news' 'fifty' 'divorce']",2594,62859 (98.2%),1113 N,62859,0.943363940537485,1113,0.9603685087008998,24.232459521973787,0.9822937049587172,32
1410,1411_religion_education,"['religion', 'education']",144155,62859 (1.7%),1078 A,62859,0.005207377278831383,1078,0.3036461302134155,0.43605147237348685,0.01714949331042492,2
1411,1412_religion_education_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'environment' 'crime'
 'science' 'wellness' 'business' 'style' 'food & drink' 'media'
 'queer voices' 'home & living' 'women' 'black voices' 'travel' 'money'
 'latino voices' 'impact' 'weddings' 'college' 'healthy living tips'
 'good news' 'fifty' 'divorce']",2513,62859 (98.3%),1078 N,62859,0.9450682249281038,1078,0.9615584653980297,25.013529645841622,0.9828505066895751,32
1412,1413_religion_ENVIRONMENT,"['healthy living tips', 'tech', 'u.s. news', 'religion', 'travel', 'arts & culture', 'world news', 'environment', 'science', 'food & drink', 'impact']",108653,62859 (25.9%),16293 A,62859,0.09499626848267177,16293,0.36649913708661785,0.578529815099445,0.25919916002481747,11
1413,1414_religion_ENVIRONMENT_INVERT,"['comedy' 'parenting' 'sports' 'entertainment' 'politics' 'weird news'
 'education' 'crime' 'wellness' 'business' 'style' 'media' 'queer voices'
 'home & living' 'women' 'black voices' 'money' 'latino voices' 'weddings'
 'college' 'good news' 'fifty' 'divorce']",38015,62859 (74.1%),16293 N,62859,0.461625394055951,16293,0.6231437238535202,1.6535315007233986,0.7408008399751825,23
1414,1415_religion_ADULT INTERESTS,"['healthy living tips', 'tech', 'crime', 'religion', 'money', 'wellness', 'home & living', 'divorce', 'parenting', 'education', 'sports', 'fifty', 'college', 'business', 'politics', 'weddings', 'travel']",63429,62859 (56.8%),27185 N,62859,0.28248131255542885,27185,0.4977432535157735,0.9910135742326065,0.5675241413321879,17
1415,1416_religion_ADULT INTERESTS_INVERT,"['u.s. news' 'comedy' 'world news' 'arts & culture' 'entertainment'
 'weird news' 'environment' 'science' 'style' 'food & drink' 'media'
 'queer voices' 'women' 'black voices' 'latino voices' 'impact'
 'good news']",83239,62859 (43.2%),27185 A,62859,0.1860737313310244,27185,0.43025229640378376,0.7551628443397926,0.4324758586678121,17
1416,1417_religion_AESTHETICS,"['arts & culture', 'style', 'religion', 'home & living', 'weddings', 'food & drink', 'travel']",115255,62859 (21.4%),13463 A,62859,0.07558642217905387,13463,0.352914425592598,0.545390655503015,0.21417776292973162,7
1417,1418_religion_AESTHETICS_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'tech' 'sports'
 'entertainment' 'politics' 'weird news' 'environment' 'education' 'crime'
 'science' 'wellness' 'business' 'media' 'queer voices' 'women'
 'black voices' 'money' 'latino voices' 'impact' 'college'
 'healthy living tips' 'good news' 'fifty' 'divorce']",31413,62859 (78.6%),13463 N,62859,0.5239731839782756,13463,0.666783350305499,2.0010505204851494,0.7858222370702683,27
1418,1419_religion_MINORITIES,"['latino voices', 'religion', 'queer voices', 'women', 'black voices']",133922,62859 (8.7%),5463 A,62859,0.027761826599112718,5463,0.3194363276942388,0.46937023043263987,0.08690879587648546,5
1419,1420_religion_MINORITIES_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'environment'
 'education' 'crime' 'science' 'wellness' 'business' 'style'
 'food & drink' 'media' 'home & living' 'travel' 'money' 'impact'
 'weddings' 'college' 'healthy living tips' 'good news' 'fifty' 'divorce']",12746,62859 (91.3%),5463 N,62859,0.7591561404669004,5463,0.8314132663183652,4.931664836026989,0.9130912041235145,29
1420,1421_religion_SCIENTIFIC,"['crime', 'religion', 'money', 'education', 'business', 'science', 'tech']",133221,62859 (9.2%),5764 A,62859,0.029396164830681356,5764,0.32057833537331704,0.4718400252212489,0.09169729076186385,7
1421,1422_religion_SCIENTIFIC_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'sports'
 'entertainment' 'politics' 'weird news' 'environment' 'wellness' 'style'
 'food & drink' 'media' 'queer voices' 'home & living' 'women'
 'black voices' 'travel' 'latino voices' 'impact' 'weddings' 'college'
 'healthy living tips' 'good news' 'fifty' 'divorce']",13447,62859 (90.8%),5764 N,62859,0.7482373601027442,5764,0.8237753256624643,4.674574254480553,0.9083027092381362,27
1422,1423_religion_PROGRESS,"['religion', 'queer voices', 'money', 'women', 'education', 'college', 'environment', 'black voices', 'science', 'tech']",126110,62859 (14.0%),8811 A,62859,0.04662669538389894,8811,0.3326418618926914,0.4984458012845928,0.14017085858826897,10
1423,1424_religion_PROGRESS_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'sports'
 'entertainment' 'politics' 'weird news' 'crime' 'wellness' 'business'
 'style' 'food & drink' 'media' 'home & living' 'travel' 'latino voices'
 'impact' 'weddings' 'healthy living tips' 'good news' 'fifty' 'divorce']",20558,62859 (86.0%),8811 N,62859,0.6479254828152535,8811,0.7535514343599027,3.057641793948828,0.8598291414117311,24
1424,1425_religion_CASUAL,"['healthy living tips', 'arts & culture', 'style', 'religion', 'home & living', 'entertainment', 'comedy', 'food & drink', 'travel']",97193,62859 (33.7%),21204 A,62859,0.13248194336840527,21204,0.39274110913952964,0.6467441070859012,0.3373263971746289,9
1425,1426_religion_CASUAL_INVERT,"['u.s. news' 'parenting' 'world news' 'tech' 'sports' 'politics'
 'weird news' 'environment' 'education' 'crime' 'science' 'wellness'
 'business' 'media' 'queer voices' 'women' 'black voices' 'money'
 'latino voices' 'impact' 'weddings' 'college' 'good news' 'fifty'
 'divorce']",49475,62859 (66.3%),21204 N,62859,0.37081382306336463,21204,0.5595723467516514,1.2705204648812531,0.662673602825371,25
1426,1427_COUPLES_religion,"['healthy living tips', 'religion', 'queer voices', 'money', 'wellness', 'home & living', 'divorce', 'parenting', 'weddings', 'impact']",102605,62859 (30.0%),18885 A,62859,0.11413358797079727,18885,0.37989532466276654,0.6126309634033429,0.3004343053500692,10
1427,1428_COUPLES_religion_INVERT,"['u.s. news' 'comedy' 'world news' 'arts & culture' 'tech' 'sports'
 'entertainment' 'politics' 'weird news' 'environment' 'education' 'crime'
 'science' 'business' 'style' 'food & drink' 'media' 'women'
 'black voices' 'travel' 'latino voices' 'college' 'good news' 'fifty']",44063,62859 (70.0%),18885 N,62859,0.4112717682048596,18885,0.5878958493107125,1.4265710460023149,0.6995656946499308,24
1428,1429_religion_TRADITIONAL NEWS,"['arts & culture', 'u.s. news', 'crime', 'religion', 'money', 'world news', 'weird news', 'good news', 'education', 'sports', 'business', 'politics', 'tech']",92978,62859 (36.6%),23010 A,62859,0.14765427979234713,23010,0.4033637711198239,0.6760631547247736,0.36605736648689924,13
1429,1430_religion_TRADITIONAL NEWS_INVERT,"['comedy' 'parenting' 'entertainment' 'environment' 'science' 'wellness'
 'style' 'food & drink' 'media' 'queer voices' 'home & living' 'women'
 'black voices' 'travel' 'latino voices' 'impact' 'weddings' 'college'
 'healthy living tips' 'fifty' 'divorce']",53690,62859 (63.4%),23010 N,62859,0.34190769547572264,23010,0.5393353868330059,1.1707766809461724,0.6339426335131008,21
1430,1431_style,['style'],138221,62859 (5.8%),3621 A,62859,0.018007758106226377,3621,0.31260692261786355,0.4547717061806817,0.05760511621247554,1
1431,1432_style_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'environment'
 'education' 'crime' 'science' 'wellness' 'business' 'food & drink'
 'media' 'queer voices' 'home & living' 'women' 'black voices' 'travel'
 'money' 'religion' 'latino voices' 'impact' 'weddings' 'college'
 'healthy living tips' 'good news' 'fifty' 'divorce']",8447,62859 (94.2%),3621 N,62859,0.8307575800072925,3621,0.8815387204442824,7.441576891203978,0.9423948837875245,33
1432,1433_science_style,"['science', 'style']",136677,62859 (6.8%),4283 A,62859,0.021464798332130542,4283,0.31502585999518884,0.4599091288219671,0.06813662323613166,2
1433,1434_science_style_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'environment'
 'education' 'crime' 'wellness' 'business' 'food & drink' 'media'
 'queer voices' 'home & living' 'women' 'black voices' 'travel' 'money'
 'religion' 'latino voices' 'impact' 'weddings' 'college'
 'healthy living tips' 'good news' 'fifty' 'divorce']",9991,62859 (93.2%),4283 N,62859,0.8040631434454358,4283,0.8628551818805765,6.291562406165549,0.9318633767638683,32
1434,1435_style_tech,"['style', 'tech']",136748,62859 (6.8%),4252 A,62859,0.02130185815126724,4252,0.31491380562805915,0.4596703425278615,0.06764345598880032,2
1435,1436_style_tech_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'sports'
 'entertainment' 'politics' 'weird news' 'environment' 'education' 'crime'
 'science' 'wellness' 'business' 'food & drink' 'media' 'queer voices'
 'home & living' 'women' 'black voices' 'travel' 'money' 'religion'
 'latino voices' 'impact' 'weddings' 'college' 'healthy living tips'
 'good news' 'fifty' 'divorce']",9920,62859 (93.2%),4252 N,62859,0.8052734992236772,4252,0.8636969455474793,6.336592741935484,0.9323565440111997,32
1436,1437_style_money,"['style', 'money']",136992,62859 (6.6%),4148 A,62859,0.02075546281980075,4148,0.3145293243466383,0.45885161177295025,0.06598895941710813,2
1437,1438_style_money_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'environment'
 'education' 'crime' 'science' 'wellness' 'business' 'food & drink'
 'media' 'queer voices' 'home & living' 'women' 'black voices' 'travel'
 'religion' 'latino voices' 'impact' 'weddings' 'college'
 'healthy living tips' 'good news' 'fifty' 'divorce']",9676,62859 (93.4%),4148 N,62859,0.8094161439305163,4148,0.8666023299096988,6.496382802811079,0.9340110405828919,32
1438,1439_style_environment,"['style', 'environment']",135375,62859 (7.7%),4841 A,62859,0.024420634199985875,4841,0.31709494839432184,0.4643324099722992,0.07701363368809558,2
1439,1440_style_environment_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'education' 'crime'
 'science' 'wellness' 'business' 'food & drink' 'media' 'queer voices'
 'home & living' 'women' 'black voices' 'travel' 'money' 'religion'
 'latino voices' 'impact' 'weddings' 'college' 'healthy living tips'
 'good news' 'fifty' 'divorce']",11293,62859 (92.3%),4841 N,62859,0.7824198942712267,4841,0.8477047146401985,5.566191446028514,0.9229863663119044,32
1440,1441_style_fifty,"['style', 'fifty']",137240,62859 (6.4%),4041 A,62859,0.020195003473280727,4041,0.31413950094703125,0.4580224424366074,0.06428673698277096,2
1441,1442_style_fifty_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'environment'
 'education' 'crime' 'science' 'wellness' 'business' 'food & drink'
 'media' 'queer voices' 'home & living' 'women' 'black voices' 'travel'
 'money' 'religion' 'latino voices' 'impact' 'weddings' 'college'
 'healthy living tips' 'good news' 'divorce']",9428,62859 (93.6%),4041 N,62859,0.8136732745860251,4041,0.8695754423340296,6.667267713194739,0.935713263017229,32
1442,1443_style_good news,"['style', 'good news']",137242,62859 (6.4%),4040 A,62859,0.020189804148904804,4040,0.3141363611376255,0.45801576776788444,0.06427082836188931,2
1443,1444_style_good news_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'environment'
 'education' 'crime' 'science' 'wellness' 'business' 'food & drink'
 'media' 'queer voices' 'home & living' 'women' 'black voices' 'travel'
 'money' 'religion' 'latino voices' 'impact' 'weddings' 'college'
 'healthy living tips' 'fifty' 'divorce']",9426,62859 (93.6%),4040 N,62859,0.8137096216365775,4040,0.8695995019713634,6.668682367918524,0.9357291716381106,32
1444,1445_u.s. news_style,"['u.s. news', 'style']",137257,62859 (6.4%),4034 A,62859,0.020158308181254872,4034,0.3141128145675508,0.45796571395265817,0.06417537663659938,2
1445,1446_u.s. news_style_INVERT,"['comedy' 'parenting' 'world news' 'arts & culture' 'tech' 'sports'
 'entertainment' 'politics' 'weird news' 'environment' 'education' 'crime'
 'science' 'wellness' 'business' 'food & drink' 'media' 'queer voices'
 'home & living' 'women' 'black voices' 'travel' 'money' 'religion'
 'latino voices' 'impact' 'weddings' 'college' 'healthy living tips'
 'good news' 'fifty' 'divorce']",9411,62859 (93.6%),4034 N,62859,0.8139615331396153,4034,0.8697799916978,6.67931144405483,0.9358246233634007,32
1446,1447_arts & culture_style,"['arts & culture', 'style']",135475,62859 (7.6%),4797 A,62859,0.024186473322778748,4797,0.3169350691258181,0.46398966599003505,0.07631365436930272,2
1447,1448_arts & culture_style_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'tech' 'sports'
 'entertainment' 'politics' 'weird news' 'environment' 'education' 'crime'
 'science' 'wellness' 'business' 'food & drink' 'media' 'queer voices'
 'home & living' 'women' 'black voices' 'travel' 'money' 'religion'
 'latino voices' 'impact' 'weddings' 'college' 'healthy living tips'
 'good news' 'fifty' 'divorce']",11193,62859 (92.4%),4797 N,62859,0.7840706530546103,4797,0.8488494571382272,5.615920664701153,0.9236863456306973,32
1448,1449_college_style,"['college', 'style']",137420,62859 (6.3%),3964 A,62859,0.019792389616485002,3964,0.3138571692488978,0.4574225003638481,0.06306177317488347,2
